Nouns,Errors_in_non_count_form,Type,Condition_label,Numeral,First_adjective,First_adjective_stem_modification_m,First_adjective_stem_modification_m_def,First_adjective_stem_modification_f,First_adjective_stem_modification_n,First_adjective_stem_modification_pl,Second_adjective,Second_adjective_stem_modification_m,Second_adjective_stem_modification_m_def,Second_adjective_stem_modification_f,Second_adjective_stem_modification_n,Second_adjective_stem_modification_pl,Gender_and_number_of_final_noun,Number_of_final_noun,Definite_ending_if_final_noun_is_masculine,Condition_beginning,First_position_first_adjective,First_position_second_adjective,Condition_target_noun,Condition_middle,Second_position_first_adjective,Second_position_second_adjective,Condition_end,Target_noun_base_form,Target_noun_count_form,Target_noun_plural_form,Target_noun_other_plural_forms,Final_noun,Group,Numeral_Type,Final_sentence,Number_of_words_in_condition_in_target_region,Number_of_words_in_condition,All_colums_with_count_forms_with_the_wrong_ending,All_colums_with_plural_forms_with_the_wrong_ending,All_columns_with_identical_plural_and_count_forms
,,target1,A0+plural,два,луксозен,луксозн,луксозн,луксозна,луксозно,луксозни,морски,морск,морск,морска,морско,морски,m,sg,,два,,,имоти,се продаваха в,луксозния,морски,курорт,имот,имота,имоти,,курорт,D,low,два имоти се продаваха в луксозния морски курорт,2,8,,,
,,target1,A2+count,два,луксозен,луксозн,луксозн,луксозна,луксозно,луксозни,морски,морск,морск,морска,морско,морски,m,sg,,два,луксозни,морски,имота,се продаваха в,,,курорта,имот,имота,имоти,,курорт,A,low,два луксозни морски имота се продаваха в курорта,4,8,,,
,,target1,A2+plural,два,луксозен,луксозн,луксозн,луксозна,луксозно,луксозни,морски,морск,морск,морска,морско,морски,m,sg,,два,луксозни,морски,имоти,се продаваха в,,,курорта,имот,имота,имоти,,курорт,B,low,два луксозни морски имоти се продаваха в курорта,4,8,,,
,,target1,A0+count,два,копринен,копринен,копринен,копринена,копринено,копринени,ален,ален,ален,алена,алено,алени,m,sg,,три,,,гайтана,обточваха,копринения,ален,сукман,гайтан,гайтана,гайтани,,сукман,D,low,три гайтана обточваха копринения ален сукман,2,6,,,
,,target1,A0+plural,два,копринен,копринен,копринен,копринена,копринено,копринени,ален,ален,ален,алена,алено,алени,m,sg,,три,,,гайтани,обточваха,копринения,ален,сукман,гайтан,гайтана,гайтани,,сукман,A,low,три гайтани обточваха копринения ален сукман,2,6,,,
,,target1,A2+count,два,копринен,копринен,копринен,копринена,копринено,копринени,ален,ален,ален,алена,алено,алени,m,sg,,три,копринени,алени,гайтана,обточваха,,,сукмана,гайтан,гайтана,гайтани,,сукман,B,low,три копринени алени гайтана обточваха сукмана,4,6,,,
,,target1,A2+plural,два,копринен,копринен,копринен,копринена,копринено,копринени,ален,ален,ален,алена,алено,алени,m,sg,,три,копринени,алени,гайтани,обточваха,,,сукмана,гайтан,гайтана,гайтани,,сукман,C,low,три копринени алени гайтани обточваха сукмана,4,6,,,
,,target1,A0+count,два,самотен,самотн,самотн,самотна,самотно,самотни,унил,унил,унил,унила,унило,унили,f,sg,,четири,,,клона,приютяваха,самотната,унила,врана,клон,клона,клони,,врана,A,low,четири клона приютяваха самотната унила врана,2,6,,,
,,target1,A0+plural,два,самотен,самотн,самотн,самотна,самотно,самотни,унил,унил,унил,унила,унило,унили,f,sg,,четири,,,клони,приютяваха,самотната,унила,врана,клон,клона,клони,,врана,B,low,четири клони приютяваха самотната унила врана,2,6,,,
,,target1,A2+count,два,самотен,самотн,самотн,самотна,самотно,самотни,унил,унил,унил,унила,унило,унили,f,sg,,четири,самотни,унили,клона,приютяваха,,,враната,клон,клона,клони,,врана,C,low,четири самотни унили клона приютяваха враната,4,6,,,
,,target1,A2+plural,два,самотен,самотн,самотн,самотна,самотно,самотни,унил,унил,унил,унила,унило,унили,f,sg,,четири,самотни,унили,клони,приютяваха,,,враната,клон,клона,клони,,врана,D,low,четири самотни унили клони приютяваха враната,4,6,,,
,,target1,A0+count,два,измит,измит,измит,измита,измито,измити,лъснат,лъснат,лъснат,лъсната,лъснато,лъснати,n,sg,,пет,,,черпака,бяха прибрани в,измитото,лъснато,чекмедже,черпак,черпака,черпаци,,чекмедже,B,high,пет черпака бяха прибрани в измитото лъснато чекмедже,2,8,,,
,,target1,A0+plural,два,измит,измит,измит,измита,измито,измити,лъснат,лъснат,лъснат,лъсната,лъснато,лъснати,n,sg,,пет,,,черпаци,бяха прибрани в,измитото,лъснато,чекмедже,черпак,черпака,черпаци,,чекмедже,C,high,пет черпаци бяха прибрани в измитото лъснато чекмедже,2,8,,,
,,target1,A2+count,два,измит,измит,измит,измита,измито,измити,лъснат,лъснат,лъснат,лъсната,лъснато,лъснати,n,sg,,пет,измити,лъснати,черпака,бяха прибрани в,,,чекмеджето,черпак,черпака,черпаци,,чекмедже,D,high,пет измити лъснати черпака бяха прибрани в чекмеджето,4,8,,,
,,target1,A2+plural,два,измит,измит,измит,измита,измито,измити,лъснат,лъснат,лъснат,лъсната,лъснато,лъснати,n,sg,,пет,измити,лъснати,черпаци,бяха прибрани в,,,чекмеджето,черпак,черпака,черпаци,,чекмедже,A,high,пет измити лъснати черпаци бяха прибрани в чекмеджето,4,8,,,
,,target1,A0+count,два,нов,нов,нов,нова,ново,нови,дървен,дървен,дървен,дървена,дървено,дървени,m,sg,,шест,,,черпака,бяха сложени до,новия,дървен,шкаф,стол,черпака,черпаци,,шкаф,C,high,шест черпака бяха сложени до новия дървен шкаф,2,8,,,
,,target1,A0+plural,два,нов,нов,нов,нова,ново,нови,дървен,дървен,дървен,дървена,дървено,дървени,m,sg,,шест,,,черпаци,бяха сложени до,новия,дървен,шкаф,стол,черпака,черпаци,,шкаф,D,high,шест черпаци бяха сложени до новия дървен шкаф,2,8,,,
,,target1,A2+count,два,нов,нов,нов,нова,ново,нови,дървен,дървен,дървен,дървена,дървено,дървени,m,sg,,шест,нови,дървени,черпака,бяха сложени до,,,шкафа,стол,черпака,черпаци,,шкаф,A,high,шест нови дървени черпака бяха сложени до шкафа,4,8,,,
,,target1,A2+plural,два,нов,нов,нов,нова,ново,нови,дървен,дървен,дървен,дървена,дървено,дървени,m,sg,,шест,нови,дървени,черпаци,бяха сложени до,,,шкафа,стол,черпака,черпаци,,шкаф,B,high,шест нови дървени черпаци бяха сложени до шкафа,4,8,,,
,,target1,A0+count,два,тържествен,тържествен,тържествен,тържествена,тържествено,тържествени,религиозен,религиозн,религиозн,религиозна,религиозно,религиозни,f,sg,,седем,,,празника,бяха отбелязвани с,тържествената,религиозна,церемония,празник,празника,празници,,церемония,D,high,седем празника бяха отбелязвани с тържествената религиозна церемония,2,8,,,
,,target1,A0+plural,два,тържествен,тържествен,тържествен,тържествена,тържествено,тържествени,религиозен,религиозн,религиозн,религиозна,религиозно,религиозни,f,sg,,седем,,,празници,бяха отбелязвани с,тържествената,религиозна,церемония,празник,празника,празници,,церемония,A,high,седем празници бяха отбелязвани с тържествената религиозна церемония,2,8,,,
,,target1,A2+count,два,тържествен,тържествен,тържествен,тържествена,тържествено,тържествени,религиозен,религиозн,религиозн,религиозна,религиозно,религиозни,f,sg,,седем,тържествени,религиозни,празника,бяха отбелязвани с,,,церемонията,празник,празника,празници,,церемония,B,high,седем тържествени религиозни празника бяха отбелязвани с церемонията,4,8,,,
,,target1,A2+plural,два,тържествен,тържествен,тържествен,тържествена,тържествено,тържествени,религиозен,религиозн,религиозн,религиозна,религиозно,религиозни,f,sg,,седем,тържествени,религиозни,празници,бяха отбелязвани с,,,церемонията,празник,празника,празници,,церемония,C,high,седем тържествени религиозни празници бяха отбелязвани с церемонията,4,8,,,
end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,два,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,три,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,четири,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,пет,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,шест,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,седем,4,,,,,,,,,,,,,,,,,,,,
,,filler2,P2,дървар,дървари,дърваря,m,sg,m,pl,Планинарите забелязаха,,отсечените от,стари,,,дърварите,стари,орех,орехи,ореха,,A,none,Планинарите забелязаха отсечените от дърварите стари,орех,STE-032,Fillers2,filler2_STE-032_mono.wav,Fillers2/mono/filler2_STE-032_mono.wav,filler2_P2_орех_дървар__стари_A,4,,,,,,,,
,,filler2,P1,трактор,трактори,трактора,m,sg,m,pl,Селяните засаждаха,,изораните от,кооперативни,,кооперативните,трактори,,терен,терени,терена,,A,none,Селяните засаждаха изораните от кооперативните трактори,терен,STE-033,Fillers2,filler2_STE-033_mono.wav,Fillers2/mono/filler2_STE-033_mono.wav,filler2_P1_терен_трактор__кооперативни_A,4,,,,,,,,
,,filler2,P2,трактор,трактори,трактора,m,sg,m,pl,Селяните засаждаха,,изораните от,кооперативни,,,тракторите,кооперативни,терен,терени,терена,,B,none,Селяните засаждаха изораните от тракторите кооперативни,терен,STE-034,Fillers2,filler2_STE-034_mono.wav,Fillers2/mono/filler2_STE-034_mono.wav,filler2_P2_терен_трактор__кооперативни_B,4,,,,,,,,
,,filler2,P1,кораб,кораби,кораба,m,sg,m,pl,Капитанът забеляза,,привлечените от,океански,,океанските,кораби,,кит,китове,кита,,B,none,Капитанът забеляза привлечените от океанските кораби,кит,STE-035,Fillers2,filler2_STE-035_mono.wav,Fillers2/mono/filler2_STE-035_mono.wav,filler2_P1_кит_кораб__океански_B,4,,,,,,,,
,,filler2,P2,кораб,кораби,кораба,m,sg,m,pl,Капитанът забеляза,,привлечените от,океански,,,корабите,океански,кит,китове,кита,,A,none,Капитанът забеляза привлечените от корабите океански,кит,STE-036,Fillers2,filler2_STE-036_mono.wav,Fillers2/mono/filler2_STE-036_mono.wav,filler2_P2_кит_кораб__океански_A,4,,,,,,,,
,,filler3,P1,бор,борове,бора,m,pl,f,pl,Строителите разрушиха,,намиращите се зад,високи,,високите,борове,,къща,къщи,къщи,,A,none,Строителите разрушиха намиращите се зад високите борове,къща,STE-001,Fillers3,filler3_STE-001_mono.wav,Fillers3/mono/filler3_STE-001_mono.wav,filler3_P1_къща_бор__високи_A,5,,,,,,,,
,,filler3,P2,бор,борове,бора,m,pl,f,pl,Строителите разрушиха,,намиращите се зад,високи,,,боровете,високи,къща,къщи,къщи,,B,none,Строителите разрушиха намиращите се зад боровете високи,къща,STE-002,Fillers3,filler3_STE-002_mono.wav,Fillers3/mono/filler3_STE-002_mono.wav,filler3_P2_къща_бор__високи_B,5,,,,,,,,
,,filler3,P1,цвят,цвeтове,цвята,m,pl,f,pl,Градинарите поливаха,,цъфналите с,прекрасни,indef,прекрасни,цвeтове,,роза,рози,рози,,B,none,Градинарите поливаха цъфналите с прекрасни цвeтове,роза,STE-003,Fillers3,filler3_STE-003_mono.wav,Fillers3/mono/filler3_STE-003_mono.wav,filler3_P1_роза_цвят__прекрасни_B,4,,,,,,,,
,,filler3,P2,цвят,цвeтове,цвята,m,pl,f,pl,Градинарите поливаха,,цъфналите с,прекрасни,indef,,цвeтове,прекрасни,роза,рози,рози,,A,none,Градинарите поливаха цъфналите с цвeтове прекрасни,роза,STE-004,Fillers3,filler3_STE-004_mono.wav,Fillers3/mono/filler3_STE-004_mono.wav,filler3_P2_роза_цвят__прекрасни_A,4,,,,,,,,
,,filler3,P1,стол,столове,стола,m,pl,f,pl,Кошничарите заплитаха,,разпростряните на,кафяви,,кафявите,столове,,пръчка,пръчки,пръчки,,A,none,Кошничарите заплитаха разпростряните на кафявите столове,пръчка,STE-005,Fillers3,filler3_STE-005_mono.wav,Fillers3/mono/filler3_STE-005_mono.wav,filler3_P1_пръчка_стол__кафяви_A,4,,,,,,,,
,,filler3,P2,стол,столове,стола,m,pl,f,pl,Кошничарите заплитаха,,разпростряните на,кафяви,,,столовете,кафяви,пръчка,пръчки,пръчки,,B,none,Кошничарите заплитаха разпростряните на столовете кафяви,пръчка,STE-006,Fillers3,filler3_STE-006_mono.wav,Fillers3/mono/filler3_STE-006_mono.wav,filler3_P2_пръчка_стол__кафяви_B,4,,,,,,,,
,,filler3,P1,народ,народи,народа,m,pl,f,pl,Селяните спазваха,,характерните за,древни,,древните,народи,,традиция,традиции,традиции,,B,none,Селяните спазваха характерните за древните народи,традиция,STE-025,Fillers3,filler3_STE-025_mono.wav,Fillers3/mono/filler3_STE-025_mono.wav,filler3_P1_традиция_народ__древни_B,4,,,,,,,,
,,filler3,P2,народ,народи,народа,m,pl,f,pl,Селяните спазваха,,характерните за,древни,,,народите,древни,традиция,традиции,традиции,,A,none,Селяните спазваха характерните за народите древни,традиция,STE-026,Fillers3,filler3_STE-026_mono.wav,Fillers3/mono/filler3_STE-026_mono.wav,filler3_P2_традиция_народ__древни_A,4,,,,,,,,
,,filler3,P1,стопанин,стопани,стопанина,m,pl,f,pl,Пастирите поведоха,,издоените от,селски,,селските,стопани,,крава,крави,крави,,A,none,Пастирите поведоха издоените от селските стопани,крава,STE-027,Fillers3,filler3_STE-027_mono.wav,Fillers3/mono/filler3_STE-027_mono.wav,filler3_P1_крава_стопанин__селски_A,4,,,,,,,,
,,filler3,P2,стопанин,стопани,стопанина,m,pl,f,pl,Пастирите поведоха,,издоените от,селски,,,стопаните,селски,крава,крави,крави,,B,none,Пастирите поведоха издоените от стопаните селски,крава,STE-028,Fillers3,filler3_STE-028_mono.wav,Fillers3/mono/filler3_STE-028_mono.wav,filler3_P2_крава_стопанин__селски_B,4,,,,,,,,
,,filler3,P1,посетител,посетители,посетителя,m,pl,f,pl,Астрономите наблюдаваха,,впечатляващите,многобройни,,многобройните,посетители,,звезда,звезди,звезди,,B,none,Астрономите наблюдаваха впечатляващите многобройните посетители,звезда,STE-029,Fillers3,filler3_STE-029_mono.wav,Fillers3/mono/filler3_STE-029_mono.wav,filler3_P1_звезда_посетител__многобройни_B,3,,,,,,,,
,,filler3,P2,посетител,посетители,посетителя,m,pl,f,pl,Астрономите наблюдаваха,,впечатляващите,многобройни,,,посетителите,многобройни,звезда,звезди,звезди,,A,none,Астрономите наблюдаваха впечатляващите посетителите многобройни,звезда,STE-030,Fillers3,filler3_STE-030_mono.wav,Fillers3/mono/filler3_STE-030_mono.wav,filler3_P2_звезда_посетител__многобройни_A,3,,,,,,,,
,,filler3,P1,хълм,хълмове,хълма,m,pl,f,pl,Косачите окосиха,,скритите зад,далечни,,далечните,хълмове,,поляна,поляни,поляни,,A,none,Косачите окосиха скритите зад далечните хълмове,поляна,STE-031,Fillers3,filler3_STE-031_mono.wav,Fillers3/mono/filler3_STE-031_mono.wav,filler3_P1_поляна_хълм__далечни_A,4,,,,,,,,
,,filler3,P2,хълм,хълмове,хълма,m,pl,f,pl,Косачите окосиха,,скритите зад,далечни,,,хълмовете,далечни,поляна,поляни,поляни,,B,none,Косачите окосиха скритите зад хълмовете далечни,поляна,STE-032,Fillers3,filler3_STE-032_mono.wav,Fillers3/mono/filler3_STE-032_mono.wav,filler3_P2_поляна_хълм__далечни_B,4,,,,,,,,
,,filler3,P1,план,планове,плана,m,pl,f,pl,Данъчните извършиха,,заложените в,годишни,,годишните,планове,,проверка,проверки,проверки,,B,none,Данъчните извършиха заложените в годишните планове,проверка,STE-007,Fillers3,filler3_STE-007_mono.wav,Fillers3/mono/filler3_STE-007_mono.wav,filler3_P1_проверка_план__годишни_B,4,,,,,,,,
,,filler3,P2,план,планове,плана,m,pl,f,pl,Данъчните извършиха,,заложените в,годишни,,,плановете,годишни,проверка,проверки,проверки,,A,none,Данъчните извършиха заложените в плановете годишни,проверка,STE-008,Fillers3,filler3_STE-008_mono.wav,Fillers3/mono/filler3_STE-008_mono.wav,filler3_P2_проверка_план__годишни_A,4,,,,,,,,
,,filler3,P1,писател,писатели,писателя,m,pl,f,pl,Режисьорът постави,,написаните от,шведски,,шведските,писатели,,пиеса,пиеси,пиеси,,A,none,Режисьорът постави написаните от шведските писатели,пиеса,STE-009,Fillers3,filler3_STE-009_mono.wav,Fillers3/mono/filler3_STE-009_mono.wav,filler3_P1_пиеса_писател__шведски_A,4,,,,,,,,
,,filler3,P2,писател,писатели,писателя,m,pl,f,pl,Режисьорът постави,,написаните от,шведски,,,писателите,шведски,пиеса,пиеси,пиеси,,B,none,Режисьорът постави написаните от писателите шведски,пиеса,STE-010,Fillers3,filler3_STE-010_mono.wav,Fillers3/mono/filler3_STE-010_mono.wav,filler3_P2_пиеса_писател__шведски_B,4,,,,,,,,
,,filler3,P1,момче,момчета,момчета,n,pl,f,pl,Родителите изслушаха,,доволните от,всеотдайни,,всеотдайните,момчета,,учителка,учителки,учителки,,B,none,Родителите изслушаха доволните от всеотдайните момчета,учителка,STE-011,Fillers3,filler3_STE-011_mono.wav,Fillers3/mono/filler3_STE-011_mono.wav,filler3_P1_учителка_момче__всеотдайни_B,4,,,,,,,,
,,filler3,P2,момче,момчета,момчета,n,pl,f,pl,Родителите изслушаха,,доволните от,всеотдайни,,,момчетата,всеотдайни,учителка,учителки,учителки,,A,none,Родителите изслушаха доволните от момчетата всеотдайни,учителка,STE-012,Fillers3,filler3_STE-012_mono.wav,Fillers3/mono/filler3_STE-012_mono.wav,filler3_P2_учителка_момче__всеотдайни_A,4,,,,,,,,
,,filler3,P1,дете,деца,деца,n,pl,f,pl,Директорът повика,,ядосаните от,невъзпитани,,невъзпитаните,деца,,майка,майки,майки,,A,none,Директорът повика ядосаните от невъзпитаните деца,майка,STE-013,Fillers3,filler3_STE-013_mono.wav,Fillers3/mono/filler3_STE-013_mono.wav,filler3_P1_майка_дете__невъзпитани_A,4,,,,,,,,
,,filler3,P2,дете,деца,деца,n,pl,f,pl,Директорът повика,,ядосаните от,невъзпитани,,,децата,невъзпитани,майка,майки,майки,,B,none,Директорът повика ядосаните от децата невъзпитани,майка,STE-014,Fillers3,filler3_STE-014_mono.wav,Fillers3/mono/filler3_STE-014_mono.wav,filler3_P2_майка_дете__невъзпитани_B,4,,,,,,,,
,,filler3,P1,момиче,момичета,момичета,n,pl,f,pl,Студентите поздравиха,,харесваните от,добри,,добрите,момичета,,преподавателка,преподавателки,преподавателки,,B,none,Студентите поздравиха харесваните от добрите момичета,преподавателка,STE-015,Fillers3,filler3_STE-015_mono.wav,Fillers3/mono/filler3_STE-015_mono.wav,filler3_P1_преподавателка_момиче__добри_B,4,,,,,,,,
,,filler3,P2,момиче,момичета,момичета,n,pl,f,pl,Студентите поздравиха,,харесваните от,добри,,,момичетата,добри,преподавателка,преподавателки,преподавателки,,A,none,Студентите поздравиха харесваните от момичетата добри,преподавателка,STE-016,Fillers3,filler3_STE-016_mono.wav,Fillers3/mono/filler3_STE-016_mono.wav,filler3_P2_преподавателка_момиче__добри_A,4,,,,,,,,
,,filler3,P1,лято,лета,лета,n,pl,f,pl,Алпинистите събориха,,напуканите през,сухи,,сухите,лета,,скала,скали,скали,,A,none,Алпинистите събориха напуканите през сухите лета,скала,STE-033,Fillers3,filler3_STE-033_mono.wav,Fillers3/mono/filler3_STE-033_mono.wav,filler3_P1_скала_лято__сухи_A,4,,,,,,,,
,,filler3,P2,лято,лета,лета,n,pl,f,pl,Алпинистите събориха,,напуканите през,сухи,,,летата,сухи,скала,скали,скали,,B,none,Алпинистите събориха напуканите през летата сухи,скала,STE-034,Fillers3,filler3_STE-034_mono.wav,Fillers3/mono/filler3_STE-034_mono.wav,filler3_P2_скала_лято__сухи_B,4,,,,,,,,
,,filler3,P1,клонче,клончета,клончета,n,pl,f,pl,Децата събраха,,натежалите на,узрели,,узрелите,клончета,,джанка,джанки,джанки,,B,none,Децата събраха натежалите на узрелите клончета,джанка,STE-017,Fillers3,filler3_STE-017_mono.wav,Fillers3/mono/filler3_STE-017_mono.wav,filler3_P1_джанка_клонче__узрели_B,4,,,,,,,,
,,filler3,P2,клонче,клончета,клончета,n,pl,f,pl,Децата събраха,,натежалите на,узрели,,,клончетата,узрели,джанка,джанки,джанки,,A,none,Децата събраха натежалите на клончетата узрели,джанка,STE-018,Fillers3,filler3_STE-018_mono.wav,Fillers3/mono/filler3_STE-018_mono.wav,filler3_P2_джанка_клонче__узрели_A,4,,,,,,,,
,,filler3,P1,състезание,състезания,състезания,n,pl,f,pl,Треньорите пратиха в отпуск,,изморените от,олимпийски,,олимпийските,състезания,,гимнастичка,гимнастички,гимнастички,,A,none,Треньорите пратиха в отпуск изморените от олимпийските състезания,гимнастичка,STE-019,Fillers3,filler3_STE-019_mono.wav,Fillers3/mono/filler3_STE-019_mono.wav,filler3_P1_гимнастичка_състезание__олимпийски_A,4,,,,,,,,
,,filler3,P2,състезание,състезания,състезания,n,pl,f,pl,Треньорите пратиха в отпуск,,изморените от,олимпийски,,,състезанията,олимпийски,гимнастичка,гимнастички,гимнастички,,B,none,Треньорите пратиха в отпуск изморените от състезанията олимпийски,гимнастичка,STE-020,Fillers3,filler3_STE-020_mono.wav,Fillers3/mono/filler3_STE-020_mono.wav,filler3_P2_гимнастичка_състезание__олимпийски_B,4,,,,,,,,
,,filler3,P1,чукче,чукчета,чукчета,n,pl,f,pl,Майсторите подмениха,,счупените с,твърди,,твърдите,чукчета,,част,части,части,,B,none,Майсторите подмениха счупените с твърдите чукчета,част,STE-035,Fillers3,filler3_STE-035_mono.wav,Fillers3/mono/filler3_STE-035_mono.wav,filler3_P1_част_чукче__твърди_B,4,,,,,,,,
,,filler3,P2,чукче,чукчета,чукчета,n,pl,f,pl,Майсторите подмениха,,счупените с,твърди,,,чукчетата,твърди,част,части,части,,A,none,Майсторите подмениха счупените с чукчетата твърди,част,STE-036,Fillers3,filler3_STE-036_mono.wav,Fillers3/mono/filler3_STE-036_mono.wav,filler3_P2_част_чукче__твърди_A,4,,,,,,,,
,,filler3,P1,нарушение,нарушения,нарушения,n,pl,f,pl,Началникът уволни,,направилите,груби,indef,груби,нарушения,,служителка,служителки,служителки,,A,none,Началникът уволни направилите груби нарушения,служителка,STE-021,Fillers3,filler3_STE-021_mono.wav,Fillers3/mono/filler3_STE-021_mono.wav,filler3_P1_служителка_нарушение__груби_A,3,,,,,,,,
,,filler3,P2,нарушение,нарушения,нарушения,n,pl,f,pl,Началникът уволни,,направилите,груби,indef,,нарушения,груби,служителка,служителки,служителки,,B,none,Началникът уволни направилите нарушения груби,служителка,STE-022,Fillers3,filler3_STE-022_mono.wav,Fillers3/mono/filler3_STE-022_mono.wav,filler3_P2_служителка_нарушение__груби_B,3,,,,,,,,
,,filler3,P1,покритие,покрития,покрития,n,pl,f,pl,Архитектите проектираха,,изолираните със,стъклени,indef,стъклени,покрития,,беседка,беседки,беседки,,B,none,Архитектите проектираха изолираните със стъклени покрития,беседка,STE-023,Fillers3,filler3_STE-023_mono.wav,Fillers3/mono/filler3_STE-023_mono.wav,filler3_P1_беседка_покритие__стъклени_B,4,,,,,,,,
,,filler3,P2,покритие,покрития,покрития,n,pl,f,pl,Архитектите проектираха,,изолираните с,стъклени,indef,,покрития,стъклени,беседка,беседки,беседки,,A,none,Архитектите проектираха изолираните с покрития стъклени,беседка,STE-024,Fillers3,filler3_STE-024_mono.wav,Fillers3/mono/filler3_STE-024_mono.wav,filler3_P2_беседка_покритие__стъклени_A,4,,,,,,,,
